timestamp;sku;vendedor;cantidad
8/7/2019;59;52;8
2/4/2019;85;47;4
29/12/2019;90;38;2
28/12/2019;12;45;2
11/8/2019;58;37;3
9/2/2019;128;42;1
20/2/2019;10;15;4
26/12/2019;28;53;4
28/12/2019;9;51;7
20/9/2019;6;34;1
26/8/2019;52;55;7
14/7/2019;127;52;8
16/3/2019;24;36;1
18/9/2019;5;1;3
13/4/2019;6;10;2
12/4/2019;3;53;4
26/4/2019;43;47;1
25/12/2019;61;51;4
3/8/2019;8;15;8
29/4/2019;52;53;2
2/9/2019;98;42;4
29/6/2019;29;5;1
1/4/2019;30;41;9
17/4/2019;61;38;8
21/2/2019;105;25;2
18/1/2019;26;28;2
8/11/2019;80;49;3
13/12/2019;93;8;6
6/5/2019;13;1;10
1/9/2019;47;11;4
12/10/2019;97;40;6
16/6/2019;105;49;9
11/5/2019;122;53;7
5/8/2019;2;26;8
11/7/2019;55;54;6
21/11/2019;90;40;2
10/12/2019;91;8;4
3/1/2019;31;47;1
15/3/2019;31;21;7
11/4/2019;108;36;9
11/4/2019;65;51;4
9/2/2019;61;26;1
17/2/2019;51;19;4
3/1/2019;101;58;6
2/9/2019;29;46;3
22/3/2019;109;46;1
18/7/2019;96;50;9
22/5/2019;86;56;10
3/6/2019;38;7;1
11/9/2019;111;36;9
27/11/2019;8;6;4
15/2/2019;86;48;7
27/11/2019;91;11;6
16/9/2019;106;38;2
6/5/2019;53;10;2
17/1/2019;93;51;7
29/4/2019;68;46;3
30/11/2019;51;12;3
5/4/2019;101;49;5
3/2/2019;51;32;5
4/10/2019;15;45;3
8/9/2019;87;41;8
28/6/2019;71;12;5
16/4/2019;108;13;2
13/9/2019;8;41;8
16/2/2019;120;36;1
9/9/2019;22;40;10
4/4/2019;113;54;9
3/8/2019;115;24;2
7/3/2019;97;3;10
11/1/2019;18;17;5
29/5/2019;117;39;4
29/3/2019;37;57;9
3/11/2019;27;55;3
7/5/2019;15;21;5
16/5/2019;24;57;1
10/4/2019;125;30;10
22/4/2019;125;35;10
21/3/2019;24;58;9
8/10/2019;101;38;9
1/6/2019;78;38;1
12/12/2019;102;47;2
25/7/2019;20;22;5
2/6/2019;115;55;2
9/5/2019;95;15;5
30/11/2019;41;9;10
11/6/2019;87;52;9
5/8/2019;18;30;1
8/9/2019;126;4;3
10/8/2019;62;21;4
5/12/2019;69;33;4
12/2/2019;48;12;3
17/1/2019;100;7;8
3/3/2019;19;46;2
26/4/2019;31;29;3
17/9/2019;42;18;4
14/4/2019;62;15;3
12/3/2019;18;15;3
1/2/2019;11;43;8
7/4/2019;70;15;7
13/11/2019;107;37;5
3/1/2019;34;33;5
26/9/2019;109;49;5
23/7/2019;39;35;7
3/10/2019;20;46;7
15/3/2019;103;34;8
8/1/2019;38;25;8
22/5/2019;53;37;4
24/11/2019;53;22;1
29/9/2019;78;32;1
7/9/2019;2;10;10
9/10/2019;90;49;4
17/3/2019;30;13;3
5/2/2019;109;14;9
26/4/2019;81;42;2
21/12/2019;31;8;6
27/1/2019;89;47;5
6/5/2019;6;26;1
17/11/2019;113;11;1
28/9/2019;41;6;4
18/11/2019;110;36;8
12/8/2019;26;42;6
27/6/2019;26;34;6
28/3/2019;117;50;3
1/8/2019;80;20;7
29/6/2019;42;33;1
4/5/2019;51;40;9
4/8/2019;111;55;8
15/8/2019;24;38;8
27/3/2019;92;44;7
4/5/2019;29;3;4
4/6/2019;85;44;9
22/4/2019;26;53;3
16/6/2019;96;6;9
11/6/2019;51;8;10
10/12/2019;89;1;9
23/1/2019;10;57;2
18/8/2019;43;46;2
9/2/2019;115;57;1
5/6/2019;99;58;3
8/10/2019;15;1;8
16/7/2019;48;45;8
7/5/2019;19;26;4
16/9/2019;118;35;9
18/2/2019;105;17;9
29/10/2019;93;34;5
8/5/2019;104;22;4
28/1/2019;63;1;3
7/6/2019;95;38;3
26/7/2019;111;23;7
22/9/2019;42;11;10
7/5/2019;43;39;6
16/4/2019;16;36;5
2/5/2019;31;19;7
29/3/2019;72;45;6
22/4/2019;30;13;2
13/12/2019;87;20;1
2/2/2019;34;33;9
22/11/2019;109;30;4
18/9/2019;55;38;2
30/1/2019;115;8;4
2/2/2019;46;50;6
27/8/2019;0;50;4
3/12/2019;34;48;9
30/5/2019;77;33;8
16/4/2019;103;1;5
18/11/2019;110;41;4
23/4/2019;10;54;3
6/8/2019;96;30;7
30/10/2019;66;57;9
25/12/2019;89;38;8
2/10/2019;116;42;7
7/2/2019;115;32;4
4/2/2019;127;12;1
9/6/2019;63;58;3
12/8/2019;11;5;1
14/4/2019;10;46;2
12/8/2019;98;57;1
11/2/2019;20;3;9
30/11/2019;38;22;1
18/1/2019;92;19;3
14/12/2019;94;9;4
30/10/2019;15;37;5
8/2/2019;108;22;9
20/9/2019;22;40;1
10/8/2019;80;20;10
26/2/2019;46;58;5
18/9/2019;121;30;6
16/6/2019;33;56;3
9/2/2019;40;37;2
18/5/2019;38;49;3
15/7/2019;82;37;9
15/12/2019;60;39;10
19/1/2019;127;39;3
14/7/2019;20;34;3
19/6/2019;109;21;9
26/11/2019;54;29;4
9/10/2019;19;2;2
1/4/2019;85;40;3
21/2/2019;99;9;2
8/7/2019;60;11;10
13/1/2019;28;46;1
26/5/2019;93;33;6
18/7/2019;16;15;10
7/1/2019;74;41;6
28/9/2019;68;55;2
21/8/2019;115;3;3
4/11/2019;104;39;3
17/5/2019;3;17;4
17/3/2019;117;33;8
5/3/2019;61;5;9
30/10/2019;109;11;9
22/9/2019;125;12;5
19/9/2019;90;13;2
27/10/2019;97;47;9
19/7/2019;83;57;3
11/3/2019;86;21;8
28/4/2019;118;27;4
7/5/2019;128;25;3
18/1/2019;77;3;4
9/11/2019;9;53;10
6/7/2019;115;2;7
24/8/2019;78;25;6
6/12/2019;111;10;8
4/1/2019;13;4;1
10/11/2019;88;51;6
27/5/2019;46;11;10
5/9/2019;86;58;5
16/12/2019;89;3;10
19/10/2019;77;5;2
18/12/2019;17;19;6
28/9/2019;83;48;3
2/10/2019;90;58;10
14/11/2019;35;35;2
7/4/2019;3;49;1
7/9/2019;74;39;5
5/4/2019;118;58;5
7/9/2019;122;52;7
14/4/2019;18;58;8
29/8/2019;37;38;6
3/12/2019;49;45;7
3/3/2019;108;10;2
18/1/2019;111;24;3
24/6/2019;22;34;3
14/4/2019;92;50;4
20/1/2019;107;36;5
26/1/2019;54;26;8
12/11/2019;8;3;10
30/1/2019;124;32;8
26/2/2019;21;3;6
29/11/2019;16;7;5
20/7/2019;43;3;5
10/1/2019;52;33;2
24/11/2019;18;3;5
31/5/2019;110;17;1
2/12/2019;75;55;2
20/8/2019;41;27;3
5/7/2019;33;35;7
19/2/2019;108;4;5
25/8/2019;123;45;6
17/8/2019;111;44;6
25/4/2019;54;10;6
7/12/2019;117;57;1
3/6/2019;55;38;6
10/7/2019;118;8;10
19/2/2019;95;31;10
16/3/2019;101;1;6
25/8/2019;62;42;8
14/11/2019;124;14;6
19/1/2019;123;49;7
13/1/2019;55;16;1
23/1/2019;20;17;4
2/12/2019;22;17;1
17/1/2019;17;18;10
10/10/2019;1;27;9
8/10/2019;36;5;10
10/8/2019;71;58;10
9/8/2019;54;5;6
5/7/2019;5;48;3
1/6/2019;77;54;9
31/8/2019;120;54;7
28/11/2019;13;19;3
26/3/2019;110;25;4
7/5/2019;0;34;6
5/12/2019;6;37;4
24/7/2019;104;35;8
7/10/2019;106;32;2
11/2/2019;125;8;1
3/12/2019;28;1;5
20/10/2019;114;12;9
28/5/2019;127;16;4
16/10/2019;102;24;4
20/6/2019;81;34;5
20/11/2019;73;15;5
30/1/2019;12;54;6
3/2/2019;124;3;4
23/6/2019;13;10;5
13/10/2019;5;7;9
27/3/2019;115;6;2
27/4/2019;97;46;5
13/6/2019;39;27;3
26/7/2019;110;23;9
10/10/2019;31;34;1
3/6/2019;14;7;9
18/2/2019;92;32;9
9/4/2019;10;21;7
8/10/2019;35;53;10
18/11/2019;125;43;5
28/2/2019;113;43;1
10/5/2019;12;9;4
24/4/2019;50;3;2
23/12/2019;60;31;6
15/8/2019;78;25;5
25/6/2019;95;44;4
9/1/2019;15;22;4
24/6/2019;106;35;3
8/10/2019;54;32;7
18/3/2019;12;39;4
17/2/2019;64;2;9
9/1/2019;31;14;1
2/5/2019;76;19;10
4/5/2019;127;58;7
6/11/2019;7;8;3
15/12/2019;79;8;4
5/4/2019;40;21;4
24/5/2019;68;26;10
4/10/2019;124;48;3
9/9/2019;46;44;3
4/3/2019;105;31;7
5/6/2019;98;2;6
14/10/2019;51;24;5
11/3/2019;121;53;1
10/11/2019;24;46;5
9/8/2019;91;26;2
27/10/2019;20;12;2
7/10/2019;21;10;7
5/3/2019;9;48;2
8/12/2019;83;43;9
19/2/2019;65;42;8
5/6/2019;110;21;8
15/12/2019;105;50;6
16/3/2019;71;31;1
27/1/2019;113;54;9
19/4/2019;32;51;7
31/12/2019;31;23;8
22/9/2019;6;17;2
15/1/2019;104;51;1
13/4/2019;26;35;3
11/9/2019;112;24;5
15/1/2019;14;12;7
6/12/2019;116;11;9
4/3/2019;70;30;10
12/8/2019;33;10;5
14/1/2019;126;14;7
20/7/2019;26;55;2
24/7/2019;4;39;10
23/10/2019;74;32;9
21/10/2019;126;51;5
8/6/2019;108;20;7
2/1/2019;128;34;6
10/8/2019;17;47;1
7/10/2019;128;7;5
15/7/2019;98;40;10
23/8/2019;90;33;4
16/4/2019;122;10;2
6/8/2019;27;57;9
10/11/2019;94;9;6
13/1/2019;11;30;1
2/12/2019;93;31;2
17/4/2019;100;18;2
30/5/2019;78;57;2
8/3/2019;15;42;6
24/11/2019;60;42;1
11/12/2019;126;21;7
2/2/2019;86;37;9
31/12/2019;62;37;3
20/7/2019;105;38;8
22/7/2019;13;1;3
17/11/2019;44;45;6
7/2/2019;38;18;3
14/2/2019;21;41;7
29/7/2019;9;55;5
24/6/2019;7;14;8
21/4/2019;2;37;4
26/5/2019;75;57;6
31/8/2019;11;19;9
3/12/2019;22;54;9
29/7/2019;53;47;9
18/9/2019;29;44;5
3/4/2019;0;17;4
16/4/2019;100;39;6
26/1/2019;75;9;1
7/7/2019;102;10;1
19/8/2019;53;34;3
28/6/2019;83;7;3
23/2/2019;115;1;3
3/11/2019;7;37;9
18/2/2019;124;40;9
29/7/2019;128;8;4
25/10/2019;112;51;7
16/5/2019;96;3;7
18/6/2019;120;46;1
14/7/2019;125;1;6
29/8/2019;79;48;8
24/9/2019;112;57;7
30/10/2019;89;54;8
25/2/2019;119;33;2
14/9/2019;38;58;2
25/8/2019;58;23;10
19/4/2019;21;50;2
22/11/2019;53;11;7
28/12/2019;53;17;10
13/6/2019;46;19;8
30/11/2019;119;53;4
31/5/2019;29;18;8
24/8/2019;111;14;10
3/4/2019;92;34;6
23/4/2019;79;44;8
9/12/2019;129;29;7
20/6/2019;3;16;3
28/3/2019;63;36;2
17/6/2019;63;3;6
17/11/2019;56;33;8
20/10/2019;53;39;6
15/12/2019;100;48;4
9/1/2019;73;45;9
13/11/2019;57;57;4
22/6/2019;81;27;3
24/8/2019;72;15;10
8/3/2019;48;14;5
27/11/2019;62;55;10
5/3/2019;25;35;5
11/3/2019;32;10;9
21/9/2019;114;53;10
30/7/2019;30;35;1
13/10/2019;83;4;5
4/8/2019;78;12;9
14/10/2019;89;40;2
12/4/2019;118;41;6
13/6/2019;95;5;7
15/7/2019;55;4;5
13/1/2019;53;32;9
5/3/2019;47;54;2
28/7/2019;20;49;2
21/5/2019;93;27;7
28/6/2019;100;1;8
19/4/2019;30;23;2
25/7/2019;94;16;7
5/4/2019;69;43;7
27/11/2019;87;43;9
4/4/2019;5;15;5
25/4/2019;53;48;2
30/8/2019;38;15;1
19/7/2019;2;47;9
15/3/2019;24;47;8
17/12/2019;118;51;4
5/1/2019;77;42;8
6/8/2019;123;26;10
18/2/2019;113;26;10
5/6/2019;49;42;2
4/1/2019;15;49;10
1/2/2019;22;45;4
21/9/2019;95;55;10
18/1/2019;8;51;1
15/12/2019;118;17;3
25/12/2019;37;35;2
8/6/2019;101;9;7
1/8/2019;8;25;8
14/5/2019;122;12;7
28/7/2019;107;9;8
31/1/2019;19;41;10
6/4/2019;31;40;5
26/12/2019;71;2;3
25/12/2019;43;8;9
2/10/2019;0;40;5
19/10/2019;100;1;5
13/6/2019;42;53;8
24/10/2019;111;40;2
17/7/2019;43;6;9
20/8/2019;105;12;7
12/8/2019;40;52;2
23/9/2019;77;51;6
5/7/2019;107;57;10
2/12/2019;63;38;7
11/2/2019;42;6;1
29/6/2019;68;46;10
3/6/2019;112;41;2
29/10/2019;83;29;2
17/6/2019;25;47;6
27/11/2019;97;7;10
26/2/2019;10;39;5
8/5/2019;97;48;2
24/11/2019;6;14;8
22/3/2019;108;46;1
20/1/2019;14;42;1
21/9/2019;29;49;5
1/3/2019;65;16;9
6/6/2019;43;50;8
1/2/2019;101;39;7
23/12/2019;99;16;5
20/5/2019;74;58;4
14/1/2019;91;53;10
12/7/2019;77;37;3
20/7/2019;75;34;5
20/12/2019;77;38;6
26/3/2019;96;55;1
21/5/2019;2;11;4
18/5/2019;109;46;2
28/6/2019;40;3;3
10/4/2019;32;4;5
13/5/2019;98;39;8
9/3/2019;41;56;7
2/3/2019;101;21;1
4/3/2019;24;8;6
25/11/2019;82;51;7
28/1/2019;67;21;1
23/10/2019;61;32;2
25/3/2019;16;15;5
31/12/2019;27;35;9
19/3/2019;100;4;4
16/2/2019;34;10;8
9/7/2019;3;33;8
19/5/2019;43;54;3
12/12/2019;53;2;9
22/8/2019;129;36;8
13/5/2019;53;5;9
11/6/2019;75;21;2
19/6/2019;16;22;4
12/9/2019;65;49;10
10/5/2019;16;21;6
12/3/2019;82;18;8
7/7/2019;65;50;6
8/9/2019;38;40;7
10/9/2019;114;48;4
22/3/2019;4;5;8
2/8/2019;83;52;6
3/4/2019;79;3;8
11/9/2019;120;45;3
25/3/2019;14;12;1
29/1/2019;16;17;1
8/6/2019;91;32;5
1/2/2019;45;2;9
10/1/2019;128;23;7
10/6/2019;37;40;6
15/5/2019;44;36;6
28/8/2019;37;5;10
3/8/2019;82;29;7
14/11/2019;93;37;4
19/1/2019;59;42;4
6/12/2019;101;32;10
19/11/2019;94;42;6
17/10/2019;39;3;2
12/9/2019;5;32;8
14/1/2019;124;6;7
6/6/2019;30;33;10
25/7/2019;97;16;10
16/6/2019;100;5;4
24/9/2019;60;37;2
26/1/2019;108;23;8
16/6/2019;15;44;5
20/5/2019;68;25;4
23/5/2019;123;14;9
10/8/2019;52;43;1
29/4/2019;32;58;3
2/5/2019;20;39;3
4/8/2019;77;22;8
9/9/2019;68;44;8
28/2/2019;77;13;9
18/11/2019;57;4;6
22/9/2019;119;35;8
29/5/2019;101;40;4
14/3/2019;99;46;1
28/1/2019;73;5;1
17/12/2019;111;3;8
21/3/2019;63;33;4
27/4/2019;96;45;4
19/2/2019;26;33;5
17/2/2019;100;19;8
23/2/2019;30;4;4
11/5/2019;52;16;1
16/8/2019;45;46;3
12/1/2019;73;26;4
9/7/2019;73;25;9
14/8/2019;22;53;2
25/12/2019;124;24;6
9/8/2019;16;14;9
8/5/2019;67;34;3
12/3/2019;41;33;3
3/8/2019;15;30;3
23/4/2019;65;58;3
18/2/2019;93;14;1
12/5/2019;24;38;5
28/4/2019;25;45;10
12/7/2019;86;1;1
26/2/2019;121;5;2
8/9/2019;125;2;10
12/6/2019;113;39;5
21/4/2019;120;30;10
4/2/2019;10;21;9
8/11/2019;76;38;6
5/5/2019;9;50;2
3/9/2019;32;57;9
30/4/2019;120;57;4
23/8/2019;115;17;10
6/5/2019;40;15;1
8/10/2019;107;50;3
18/8/2019;128;49;8
11/12/2019;122;14;8
13/6/2019;106;56;6
9/2/2019;64;41;7
2/6/2019;14;10;6
10/1/2019;69;58;10
25/4/2019;55;12;9
14/3/2019;75;49;5
14/4/2019;123;34;3
2/3/2019;15;47;9
20/12/2019;69;33;3
27/4/2019;82;16;6
21/9/2019;50;29;6
28/10/2019;82;38;5
16/2/2019;79;43;3
3/10/2019;105;30;1
18/5/2019;23;5;4
18/12/2019;81;26;5
3/10/2019;91;20;5
21/1/2019;111;49;3
27/2/2019;32;44;5
17/1/2019;14;32;8
10/3/2019;97;56;9
3/9/2019;77;33;4
6/12/2019;62;34;10
2/11/2019;101;10;3
18/7/2019;26;16;6
17/1/2019;59;37;1
9/2/2019;115;45;8
9/2/2019;61;14;6
14/3/2019;101;46;7
9/8/2019;88;38;3
5/8/2019;22;12;8
12/12/2019;29;23;1
28/1/2019;0;18;6
14/5/2019;50;33;5
22/3/2019;118;19;5
12/4/2019;11;20;3
15/4/2019;94;15;8
8/3/2019;4;36;1
9/11/2019;39;50;9
8/12/2019;77;32;3
8/9/2019;112;20;4
29/1/2019;67;52;7
30/8/2019;113;48;1
25/9/2019;78;21;3
12/3/2019;64;16;5
14/1/2019;32;8;7
4/9/2019;118;16;3
10/11/2019;96;28;9
8/9/2019;118;3;4
5/3/2019;74;51;4
26/10/2019;114;52;1
16/8/2019;122;28;1
13/7/2019;7;2;9
6/3/2019;107;11;8
27/12/2019;10;25;6
25/6/2019;23;39;2
15/10/2019;91;20;2
23/4/2019;84;37;2
17/2/2019;81;50;9
23/2/2019;19;54;1
8/8/2019;9;16;3
21/10/2019;64;24;10
3/10/2019;28;11;5
21/11/2019;119;10;8
21/6/2019;62;34;6
2/8/2019;104;22;4
15/7/2019;109;7;7
15/1/2019;94;54;6
25/12/2019;55;42;8
6/2/2019;90;37;4
25/4/2019;70;43;2
17/3/2019;94;1;10
5/3/2019;66;9;7
6/2/2019;23;49;9
14/12/2019;62;29;10
28/10/2019;116;39;8
29/7/2019;103;17;6
4/1/2019;87;43;2
6/4/2019;19;23;6
7/11/2019;111;6;10
8/5/2019;24;33;7
17/11/2019;107;47;4
13/6/2019;94;28;7
22/4/2019;67;3;7
15/9/2019;30;37;7
9/8/2019;31;18;2
18/1/2019;104;11;1
5/11/2019;90;34;5
19/10/2019;27;6;2
29/8/2019;58;6;2
11/8/2019;43;44;2
12/7/2019;41;31;6
14/1/2019;77;36;8
19/5/2019;63;13;6
28/1/2019;61;30;7
31/3/2019;74;8;1
24/6/2019;81;15;4
25/4/2019;70;50;7
23/3/2019;46;16;8
15/5/2019;98;23;7
13/12/2019;73;56;8
23/9/2019;77;18;5
22/4/2019;87;22;9
11/5/2019;57;25;1
8/12/2019;24;53;2
22/5/2019;43;39;7
24/11/2019;37;21;5
26/2/2019;11;8;8
24/11/2019;24;17;6
16/12/2019;1;4;2
29/7/2019;6;51;6
25/6/2019;112;16;3
25/2/2019;42;50;5
24/8/2019;107;19;8
10/2/2019;106;30;10
17/12/2019;98;24;8
26/4/2019;111;41;6
25/9/2019;80;32;6
26/9/2019;7;25;2
17/12/2019;32;3;3
8/6/2019;116;30;5
1/8/2019;54;10;3
29/3/2019;41;30;5
24/4/2019;129;44;10
3/6/2019;68;23;6
26/9/2019;79;19;8
29/6/2019;49;33;3
22/10/2019;10;32;6
3/7/2019;70;4;8
7/6/2019;15;33;4
22/6/2019;74;35;8
22/5/2019;120;4;1
19/1/2019;52;33;8
1/11/2019;68;9;6
29/9/2019;108;8;9
26/10/2019;61;25;3
28/11/2019;6;57;2
22/8/2019;113;18;8
29/7/2019;33;14;3
25/7/2019;114;52;5
16/3/2019;120;33;1
27/1/2019;31;53;4
17/8/2019;108;27;6
7/11/2019;97;14;10
28/8/2019;105;8;9
31/12/2019;49;6;10
21/1/2019;61;20;2
8/7/2019;77;57;8
10/3/2019;36;16;10
5/11/2019;85;38;4
23/1/2019;39;34;2
28/4/2019;59;8;2
14/6/2019;102;26;5
24/4/2019;2;55;10
1/3/2019;48;52;5
3/5/2019;107;37;10
29/7/2019;8;31;9
29/5/2019;55;47;8
3/2/2019;111;6;6
18/10/2019;23;50;3
23/2/2019;30;24;2
19/3/2019;4;49;1
11/6/2019;75;6;7
16/11/2019;42;1;9
25/5/2019;87;31;3
16/11/2019;63;18;2
24/6/2019;126;52;6
22/5/2019;81;17;6
22/2/2019;25;28;5
19/6/2019;58;53;9
19/6/2019;12;20;10
18/6/2019;60;10;2
26/5/2019;68;24;9
18/11/2019;75;44;4
2/2/2019;91;55;9
15/8/2019;90;17;8
24/10/2019;52;13;3
21/4/2019;1;37;5
30/5/2019;55;24;3
21/3/2019;79;8;2
18/9/2019;71;6;7
12/5/2019;10;4;1
2/11/2019;106;28;10
13/6/2019;43;58;4
12/10/2019;39;36;10
18/3/2019;28;15;3
30/9/2019;77;26;9
3/2/2019;111;38;1
12/5/2019;45;48;7
1/1/2019;38;28;10
25/5/2019;6;41;2
23/6/2019;96;14;1
20/7/2019;108;44;6
14/11/2019;62;10;5
16/7/2019;32;56;1
1/7/2019;43;10;2
18/9/2019;14;22;7
9/12/2019;0;31;9
26/2/2019;104;11;8
2/8/2019;10;39;2
13/4/2019;127;19;3
24/3/2019;63;36;1
23/4/2019;61;51;1
14/9/2019;73;39;7
27/12/2019;116;57;7
31/8/2019;43;29;2
27/11/2019;108;49;8
28/5/2019;98;19;5
26/7/2019;125;44;8
30/11/2019;83;14;3
29/3/2019;116;42;5
20/2/2019;113;18;10
27/7/2019;129;29;6
22/2/2019;7;50;7
12/9/2019;11;17;3
16/5/2019;4;58;7
23/12/2019;7;26;3
26/12/2019;66;2;5
25/8/2019;72;11;6
5/8/2019;129;1;7
8/3/2019;108;6;10
14/8/2019;63;44;9
17/11/2019;43;23;6
9/12/2019;79;17;10
31/7/2019;59;40;7
26/9/2019;102;13;2
26/4/2019;78;17;6
2/1/2019;99;40;6
12/7/2019;4;14;3
17/11/2019;57;20;3
3/7/2019;97;7;7
17/8/2019;92;21;3
28/4/2019;36;30;6
2/12/2019;1;21;8
15/10/2019;0;44;2
6/7/2019;62;21;9
8/3/2019;127;38;3
16/11/2019;66;30;8
26/1/2019;23;47;7
30/10/2019;103;57;7
7/9/2019;41;41;8
9/10/2019;24;56;3
22/11/2019;47;36;9
6/7/2019;106;17;3
17/1/2019;33;13;3
6/12/2019;41;27;5
23/2/2019;77;3;9
16/2/2019;67;15;2
19/1/2019;104;43;9
2/3/2019;3;35;7
7/9/2019;104;23;6
16/5/2019;82;45;8
5/11/2019;83;2;6
21/11/2019;90;4;7
16/10/2019;6;33;5
24/7/2019;18;18;9
29/9/2019;109;9;1
3/9/2019;30;49;5
19/11/2019;42;26;5
27/5/2019;78;49;2
6/4/2019;111;35;6
12/12/2019;67;26;2
22/4/2019;86;39;5
18/11/2019;82;30;6
4/11/2019;31;2;1
4/11/2019;53;16;1
26/10/2019;80;16;5
5/9/2019;16;4;5
7/8/2019;57;23;6
12/2/2019;19;6;2
26/5/2019;9;32;1
5/1/2019;91;50;7
21/7/2019;104;27;2
2/5/2019;101;27;9
29/10/2019;19;10;10
19/11/2019;53;46;2
6/7/2019;58;2;1
15/3/2019;68;10;9
4/5/2019;6;38;9
15/4/2019;52;25;9
30/3/2019;21;16;2
7/7/2019;22;32;1
24/9/2019;119;30;7
16/8/2019;108;32;3
18/4/2019;48;4;6
7/8/2019;128;52;5
3/6/2019;86;6;6
6/5/2019;33;57;7
18/9/2019;62;32;8
1/7/2019;8;51;7
10/9/2019;99;56;8
29/3/2019;96;14;4
1/10/2019;15;22;10
8/12/2019;55;9;6
17/10/2019;94;32;1
9/7/2019;100;24;2
16/9/2019;56;14;1
28/2/2019;10;50;3
18/5/2019;35;42;6
8/12/2019;0;38;1
20/11/2019;37;55;1
16/12/2019;79;55;8
3/10/2019;4;46;7
10/1/2019;36;45;10
17/8/2019;111;24;5
25/8/2019;83;42;9
26/2/2019;84;27;10
19/9/2019;41;33;10
8/3/2019;52;33;4
20/10/2019;101;20;5
14/5/2019;98;51;4
3/8/2019;118;30;7
30/3/2019;110;2;2
28/11/2019;82;15;4
25/6/2019;48;40;9
24/4/2019;42;55;9
28/7/2019;21;18;8
25/5/2019;93;12;8
19/9/2019;71;10;3
15/12/2019;70;56;5
15/11/2019;26;51;6
17/10/2019;90;21;7
23/8/2019;52;22;7
26/12/2019;66;30;5
21/9/2019;109;50;9
17/5/2019;119;54;6
3/12/2019;11;5;7
23/7/2019;110;27;2
4/8/2019;72;45;10
17/2/2019;15;22;7
5/7/2019;15;19;10
15/8/2019;44;56;3
28/4/2019;31;2;5
30/4/2019;32;25;6
26/3/2019;80;3;8
26/8/2019;48;1;6
4/1/2019;95;15;4
6/3/2019;44;29;1
29/12/2019;22;2;5
5/11/2019;115;35;3
29/4/2019;63;4;4
1/6/2019;48;55;6
3/4/2019;122;47;1
29/12/2019;122;21;9
11/11/2019;121;7;9
4/12/2019;78;30;8
23/9/2019;84;50;9
23/6/2019;79;45;10
1/12/2019;21;18;5
21/1/2019;90;5;8
14/7/2019;87;3;6
8/6/2019;126;13;7
2/6/2019;77;12;2
16/5/2019;100;14;4
6/11/2019;40;47;7
26/11/2019;90;26;5
3/6/2019;10;39;3
26/4/2019;127;29;10
20/11/2019;118;17;10
17/8/2019;27;43;3
1/1/2019;119;53;6
16/12/2019;63;2;10
2/6/2019;71;20;10
27/7/2019;54;43;10
13/6/2019;22;1;10
24/1/2019;62;7;10
11/5/2019;126;32;5
16/10/2019;1;50;8
27/3/2019;91;44;4
3/7/2019;65;57;10
29/6/2019;123;53;2
2/1/2019;31;7;5
28/11/2019;122;6;5
3/8/2019;18;4;9
30/5/2019;7;26;1
25/3/2019;123;20;6
19/10/2019;60;10;1
27/12/2019;103;51;6
25/8/2019;42;19;10
5/1/2019;42;9;8
10/7/2019;125;50;9
29/6/2019;30;18;3
27/12/2019;93;45;1
13/5/2019;70;14;1
20/9/2019;117;49;10
18/4/2019;47;57;3
17/9/2019;59;26;10
5/6/2019;120;54;2
22/2/2019;86;50;6
15/2/2019;111;51;1
27/3/2019;95;41;5
2/4/2019;104;40;7
25/9/2019;107;44;5
8/4/2019;92;16;9
26/7/2019;83;38;7
17/10/2019;3;36;1
14/11/2019;104;42;4
15/3/2019;29;43;5
9/2/2019;23;12;9
3/6/2019;86;8;2
3/1/2019;87;27;10
1/11/2019;28;47;4
11/1/2019;96;42;8
13/2/2019;2;11;2
28/9/2019;31;3;2
27/5/2019;94;41;10
20/4/2019;7;13;9
14/7/2019;11;13;10
22/12/2019;101;34;6
1/7/2019;111;53;3
17/6/2019;12;25;3
14/6/2019;27;29;6
6/11/2019;5;35;1
30/5/2019;60;22;4
17/12/2019;76;35;1
24/3/2019;56;47;1
1/7/2019;103;49;7
29/7/2019;81;44;1
26/3/2019;24;43;3
29/1/2019;26;26;9
6/8/2019;31;21;10
4/9/2019;112;37;4
1/4/2019;82;56;3
23/5/2019;42;1;9
11/12/2019;85;19;5
15/4/2019;42;2;10
6/1/2019;90;12;9
2/2/2019;87;1;1
26/12/2019;20;49;6
19/2/2019;83;51;8
13/9/2019;124;15;4
8/8/2019;97;22;10
30/12/2019;98;5;4
26/5/2019;107;57;7
22/4/2019;127;52;1
9/12/2019;24;54;8
21/8/2019;33;53;9
26/4/2019;17;44;1
12/3/2019;31;56;5
1/5/2019;58;39;9
26/9/2019;87;46;7
30/1/2019;20;24;7
17/6/2019;67;26;9
23/8/2019;100;55;3
10/2/2019;87;46;6
3/11/2019;102;29;5
10/6/2019;26;35;3
13/6/2019;3;34;3
1/1/2019;75;53;7
30/12/2019;120;33;7
31/3/2019;8;53;7
12/4/2019;35;14;10
21/6/2019;52;52;8
20/6/2019;19;44;1
21/2/2019;10;55;5
22/4/2019;68;44;3
8/6/2019;100;34;7
27/9/2019;13;9;2
4/10/2019;105;20;5
23/1/2019;34;39;1
8/4/2019;31;37;3
25/10/2019;43;49;2
5/1/2019;32;52;8
27/10/2019;38;3;9
4/1/2019;91;49;6
27/1/2019;116;28;1
19/3/2019;127;48;3
